id	question	equation
513	정국이는 여름에 잔디를 깎아 37원을 벌었습니다. 그가 새로운 장난감을 구입하는데 21원을 사용했다면, 그가 남긴 돈으로 몇 2원의 게임을 몇 개 살 수 있었습니까?	X=(37-21)/2
2711	주어진 숫자가 22, 98, 40, 63, 69 일 경우 40 보다 크고 69 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 22, 98, 40, 63, 69 ] if i > 40 and i < 69 ] ) )
4266	키가 작은 사람부터 순서대로 87명이 한 줄로 서 있습니다. 지민가 앞에서부터 20번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 지민는 앞에서부터 몇 번째에 서게 됩니까?	87 - 20 + 1
634	남준은 다섯 수의 평균을 구하려 한다. 그런데 160을 60으로 잘못 보아서 결과가 150이 나왔다. 올바르게 계산한 결과는 무엇인가?	150 + ( 160 - 60 ) / 5
181	민영이는 42개의 목숨을 가지고 비디오 게임을 하고 있었습니다. 게임의 어려운 부분에서 그녀는 25개의 목숨을 잃었습니다. 그녀가 다음 단계에서 24개의 목숨을 얻었다면 그녀는 몇 개의 목숨을 가지고 있습니까?	X=42+24-25
2682	주어진 숫자가 2, 32, 51, 56, 34, 59, 92 일 경우 32 보다 크고 56 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 2, 32, 51, 56, 34, 59, 92 ] if i > 32 and i < 56 ] ) )
1858	7개의 수 75.49, 39.62, 70.32, 42.88, 31.87, 16.2, 11.47이 있습니다. 이 중에서 1.14보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 75.49, 39.62, 70.32, 42.88, 31.87, 16.2, 11.47 ] if val > 1.14 ] ) 
4353	키가 작은 사람부터 순서대로 33명이 한 줄로 서 있습니다. 유나가 앞에서부터 21번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유나는 앞에서부터 몇 번째에 서게 됩니까?	33 - 21 + 1
968	서로 다른 두 자연수 A , B가 있습니다. A - B = --69, B = 7 * A 일 때, A 를 구하시오.	11.5
45	상자 안에 43개의 공이 있습니다. 호석이가 77개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	43 + 77
31	3^100의 일의 자리 숫자를 구하시오	(3 ** 100) % 10
134	태형이에게는 33권의 책이 있었습니다. 그가 11권을 팔고 23권의 새로운 책을 구입했다면, 태형이가 가지고 있는 책은 몇 권입니까?	X=33+23-11
426	비디오 게임에서 각 적을 파괴시키면 5점을 얻습니다. 8명의 적이 있고, 그들 중 6명을 남기고 모두 파괴시키면 몇 점을 얻습니까?	X=5*(8-6)
1146	어떤 수에서 845을 빼야 하는데 잘못하여 880을 뺀 결과가 113이 나왔습니다. 바르게 계산한 결과를 구하시오.	113 + 880 - 845
3213	(타) 컵에 물을 가득 넣어 (자) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	(타)
256	유나는 그녀의 책을 세고 있었습니다. 각 선반이 정확히 4권의 책을 가지고 있는지 확인했다. 그녀가 수수께끼 책의 5개의 선반과 그림책의 3개의 선반을 가지고 있다면, 몇 권의 책을 가지고 있었습니까?	X=4*(5+3)
205	매장의 첫 고객 300명을 대상으로 쇼핑 경험을 조사했습니다. 설문 조사에 참여한 고객의 60%는 100원 미만으로 옷을 구입했습니다. 설문 조사에 참여한 고객의 40%는 구매에 전반적으로 만족한다고 답했습니다. 100원 미만으로 옷을 구매 한 고객의 35%는 구매에 전반적으로 만족한다고 답했습니다. 설문 조사에 참여한 고객 중 몇%가 최소 100원에 옷을 구입했고 구매에 전반적으로 만족하지 않는다고 답했습니까?	 ( 40 / 100 * 300 - 35 / 100 * ( 300 * 60 / 100 ) ) / 300 * 100
401	마을의 인구는 10000입니다. 그것은 15%의 비율로 매년 증가합니다. 2년 후 인구는 어떻게 될까요?	10000 + 10000 * 15 / 100 * 2
4111	달리기 시합에서 지민는 95 등을 했고, 정국는 97 등을 했습니다. 은지는 정국보다 잘했지만 지민보다는 못했습니다. 은지의 등수는 몇 등입니까?	 ( 95 + 97 ) / 2
671	어떤 수에서 6을 더해야 하는데 4를 곱했더니 올바른 결과와 같은 결과가 나왔습니다. 올바른 결과를 구하시오.	x = ( -6 )  / ( 1 - 4 ) ; print ( x + 6 )
2243	한 상자에는 수박이 85개씩 들어있습니다. 282개의 상자 안에 있는 수박은 모두 몇 개일까요?	85 * 282
484	7명의 평균 연령은 30세입니다. 막내 나이는 4세입니다. 막내가 태어 났을 때 사람들의 평균을 구하시오.	 ( 30 * 7 - 4 * 7 ) / 7
659	어떤 소수의 소수점을 오른쪽으로 1 자리 옮기면 원래보다 984.69 만큼 커집니다. 원래의 소수를 구하시오.	984.69 * 10 / 1
685	문구점에는 공책 70권이 있습니다. 유나가 공책 19권을 샀습니다. 문구점에 남은 공책은 몇 권입니까?	X=70-19
1346	어떤 수의 3배 보다 36 큰 수는 48입니다. 어떤 수를 찾으시오.	X=(48-36)/3
1561	530에 어떤 수를 더해야 할 것을 잘못하여 798에 어떤 수를 곱했더니 39900이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	530 + ( 39900 / 798 ) 
141	서로 무게가 다른 네 상자 (가), (나), (다), (라)가 있다. 상자 (가)와 (나)의 무게의 합은 상자 (다)와 (라)의 무게의 합과 같다. (가)가 가장 무거운 상자일 때, 가장 가벼운 상자는 무엇인가?	(나)
3474	3 개의 수 11, 2, 13 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 11 == 0 and arr % 2 == 0 and arr % 13 == 0] )
2047	8개의 수 40.19, 64.54, 66.0, 95.29, 39.74, 43.41, 43.62, 50.78이 있습니다. 이 중에서 73.09보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 40.19, 64.54, 66.0, 95.29, 39.74, 43.41, 43.62, 50.78 ] if val > 73.09 ] ) 
2257	382 보다 어떤 수만큼 큰 수는 485입니다. 어떤 수보다 393 작은 수는 얼마입니까?	485 - 382 - 393
765	학교에서 여행을 계획하고 있습니다. 총 학생은 180명이고 한 버스에 60명이 탈 수 있습니다. 여행을 가기 위해 얼마나 많은 버스가 필요합니까?	X=180/60
4202	달리기 시합에서 태형는 79 등을 했고, 유정는 81 등을 했습니다. 윤기는 유정보다 잘했지만 태형보다는 못했습니다. 윤기의 등수는 몇 등입니까?	 ( 79 + 81 ) / 2
2299	349 보다 어떤 수만큼 작은 수는 684입니다. 어떤 수보다 967 큰 수는 얼마입니까?	684 - 349 + 967
3235	(다) 컵에 물을 가득 넣어 (마) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 적게 들어갈까요?	(마)
2636	588에서 792까지의 수가 있을 때, 604보다 크고, 606보다 작은 수는 얼마입니까?	( 604 + 606 ) / 2
473	유정이는 3개의 브라우니가 있지만 파티를 위해서는 총 5개의 브라우니가 필요합니다. 그녀가 브라우니 한개를 만드는데 4컵의 밀가루를 사용한다면 그녀에게 몇 컵의 밀가루가 필요합니까?	X=4*(5-3)
2056	한 상자에는 참외이 3개씩 들어있습니다. 149개의 상자 안에 있는 참외은 모두 몇 개일까요?	3 * 149
3699	호석 , 정국 , 석진의 수학 점수는 각각 70점, 8점, 1점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 28점입니다. 정국네 학급 인원수가 88명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 88 - 3 ) * 28 + 70 + 8 + 1 ) / 88
465	상자에 있는 각 초콜릿 바는 4원입니다. 상자에 총 11개의 초콜릿 바가 있고 유정이가 7개를 제외한 모든 초콜릿 바를 판 경우 그녀는 몇 원을 얻습니까?	X=4*(11-7)
2403	59 보다 어떤 수만큼 작은 수는 553입니다. 어떤 수보다 226 작은 수는 얼마입니까?	553 - 59 - 226
161	상자에 귤, 사과, 바나나, 포도, 오렌지 순서로 과일을 넣었습니다. 세번째로 넣은 과일은 무엇인가요?	"[""귤"", ""사과"", ""바나나"", ""포도"", ""오렌지""][3 - 1]"
2469	213에서 409까지의 수가 있을 때, 332보다 크고, 334보다 작은 수는 얼마입니까?	( 332 + 334 ) / 2
635	어떤 소수의 소수점을 오른쪽으로 2 자리 옮기면 원래보다 522.66 만큼 커집니다. 원래의 소수를 구하시오.	522.66 * 100 / 1
1474	극장 티켓은 성인 12달러, 어린이 4달러입니다. 티켓 130장을 팔았고 총 840달러를 벌었다면 어린이 티켓이 몇 장이나 팔렸나요?	(12*X)+(4*Y)=840, X+Y=130
1752	남진이는 4와 5를 모았습니다. 지민이는 4과 2을 모았습니다. 누가 모은 수가 더 큽니까?	'남진' if 4+5 > 4+2 else '지민'
175	은지 앞에는 5명이 서 있고 유나 뒤에는 2명이 서 있습니다. 은지 바로 뒤에 유나가 서 있다면 유나는 앞에서 몇 번째에 서 있는지 구하시오.	7
627	석진이에게는 김밥 2줄이 있습니다. 유정이는 김밥 26줄이 있습니다. 석진이가 유정이에게 모든 김밥을 주면 유정이는 김밥 몇 줄을 가지고 있나요?	X=2+26
2893	남진와 동생의 나이를 합하면 44이고, 두 사람의 나이 차는 10입니다. 남진의 동생은 몇 살일까요?	( 44 - 10 ) / 2
3549	3 개의 수 10, 7, 15 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 10 == 0 and arr % 7 == 0 and arr % 15 == 0] )
943	철사 32cm가 있을 때, 만들 수 있는 가장 큰 정사각형의 넓이는?	print ( ( 32 / 4 ) ** 2 )
2945	유나와 동생의 나이를 합하면 27이고, 두 사람의 나이 차는 20입니다. 유나의 동생은 몇 살일까요?	( 27 - 20 ) / 2
243	무, 오이, 상추, 고추, 양파, 마늘, 가지 중에서 6가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '무', '오이', '상추', '고추', '양파', '마늘', '가지' ] , 6 ) ) )
197	상자 안에 92개의 공이 있습니다. 유나이가 13개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	92 + 13
1498	180에 어떤 수를 곱해야 할 것을 잘못하여 580에 어떤 수를 곱했더니 31320이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	180 * ( 31320 / 580 ) 
796	5개의 수 3, 8, 5, 2, 1이 있습니다. 3보다 크거나 같은 수는 모두 몇 개입니까?	len ( [ n for n in [ 3 , 8 , 5 , 2 , 1 ] if n >= 3 ] )
3318	2 개의 수 3, 14 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 3 == 0 and arr % 14 == 0 ] )
1049	호석이는 15마리의개가 있습니다. 각개는 5마리의 강아지를 낳았습니다. 얼마나 많은 강아지가 호석이네 집에 있습니까?	X=15*5
1153	어떤 수에서 502을 더해야 하는데 잘못하여 189을 더한 결과가 274이 나왔습니다. 바르게 계산한 결과를 구하시오.	274 - 189 + 502
2517	38에서 149까지의 수가 있을 때, 62보다 크고, 64보다 작은 수는 얼마입니까?	( 62 + 64 ) / 2
4463	3개의 숫자 3, 6, 7를 한 번씩만 사용하여 세 자리수를 만들려고 합니다. 만들 수 있는 세 자리 수는 모두 몇 개입니까?	math.factorial(3)
201	상자 A의 무게는 100 B의 무게는 50 C의 무게는 25입니다. 두번째로 무거운 상자는 어떤 상자입니까?	dict = { 100 : ' A ' , 50 : ' B ' , 25 : ' C ' } \nprint( dict[ sorted( [ 100 , 50 , 25 ] ) [ 1 ] ] )
915	반지름이 3cm인 원의 둘레는 몇 cm입니까?	2 * math.pi * 3
4276	키가 작은 사람부터 순서대로 43명이 한 줄로 서 있습니다. 남진가 앞에서부터 16번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 남진는 앞에서부터 몇 번째에 서게 됩니까?	43 - 16 + 1
2097	한 상자에는 참외이 31개씩 들어있습니다. 94개의 상자 안에 있는 참외은 모두 몇 개일까요?	31 * 94
956	서로 다른 두 자연수 A , B가 있습니다. A + B = 55, B = 2 * A 일 때, A 를 구하시오.	55 / ( 1 + 2 )
19	유나와 그녀의 엄마는 그들의 정원에서 당근을 수확했다. 유나는 26개를 수확했고, 어머니가 15개를 수확했다. 당근의 16개만이 상태가 좋았다면 상태가 나쁜 당근은 총 몇 개가 있습니까?	X=26+15-16
1024	한 페이지에는 10개의 스티커가 있습니다. 22페이지에 스티커가 있는 경우 모두 몇 개의 스티커가 있습니까?	X=10*22
1054	민영이는 지난 주말 저녁 식사를 위해 파이를 구웠습니다. 그녀는 16개의 땅콩 파이와 14개의 사과 파이를 구웠습니다. 민영이가 구운 파이는 총 몇 개입니까?	X=16+14
429	어떤 소수의 소숫점을 오른쪽으로 한 자리 옮긴 값은 원래의 소수보다 1.35만큼 큽니다. 원래의 소수는 얼마일까요?	1.35 / ( ( 10 ** 1 ) - 1 )
3703	호석 , 윤기 , 남진의 수학 점수는 각각 92점, 54점, 78점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 52점입니다. 남진네 학급 인원수가 4명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 4 - 3 ) * 52 + 92 + 54 + 78 ) / 4
2971	유정와 동생의 나이를 합하면 24이고, 두 사람의 나이 차는 16입니다. 유정의 동생은 몇 살일까요?	( 24 - 16 ) / 2
810	A는 2에서 20까지의 짝수 정수의 합과 같고 B는 1부터 19까지의 홀수 정수의 합과 같으면 B-A의 값은 무엇입니까?	20 / 2 * ( 20 / 2 + 1 ) - ( 19 + 1 ) / 2 * ( ( 19 - 1 ) / 2 + 1 ) 
2455	339에서 734까지의 수가 있을 때, 526보다 크고, 528보다 작은 수는 얼마입니까?	( 526 + 528 ) / 2
1111	어떤 수에서 756을 더해야 하는데 잘못하여 602을 더한 결과가 616이 나왔습니다. 바르게 계산한 결과를 구하시오.	616 - 602 + 756
567	8개의 수 59, 13, 96, 17, 88, 8, 32, 69가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 59 , 13 , 96 , 17 , 88 , 8 , 32 , 69 ] ) - min ( [ 59 , 13 , 96 , 17 , 88 , 8 , 32 , 69 ] ) 
1706	윤기이는 9와 5를 모았습니다. 석진이는 6과 3을 모았습니다. 누가 모은 수가 더 큽니까?	'윤기' if 9+5 > 6+3 else '석진'
1394	두 숫자의 합은 48입니다. 작은 숫자의 3배에서 큰 숫자를 빼면 16입니다. 큰 숫자를 찾으십시오.	(3*X)-Y=16, X+Y=48
198	상자 안에 18개의 공이 있습니다. 석진이가 7개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	18 + 7
26	상자 안에 79개의 공이 있습니다. 정국이가 31개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	79 + 31
3327	2 개의 수 7, 11 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 7 == 0 and arr % 11 == 0 ] )
823	지민이는 16개의 달걀과 8개의 포도가 있습니다. 지민이가 4명의 친구에게 계란을 나누어줄 때, 한 사람당 몇 개의 달걀을 받습니까?	X=16/4
3193	(타) 컵에 물을 가득 넣어 (라) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 적게 들어갈까요?	(라)
3353	2 개의 수 9, 9 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 9 == 0 and arr % 9 == 0 ] )
538	5개의 수 18, 7, 90, 64, 56가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 18 , 7 , 90 , 64 , 56 ] ) - min ( [ 18 , 7 , 90 , 64 , 56 ] ) 
812	서로 다른 두 자연수 A , B가 있습니다. A + B = 61, B = 1 * A 일 때, A 를 구하시오.	61 / ( 1 + 1 )
646	어떤 소수의 소수점을 오른쪽으로 3 자리 옮기면 원래보다 411.9 만큼 커집니다. 원래의 소수를 구하시오.	411.9 * 1000 / 1
2210	한 상자에는 마늘이 76개씩 들어있습니다. 250개의 상자 안에 있는 마늘은 모두 몇 개일까요?	76 * 250
1108	어떤 수에서 619을 더해야 하는데 잘못하여 440을 더한 결과가 617이 나왔습니다. 바르게 계산한 결과를 구하시오.	617 - 440 + 619
256	유명한 도시에서 평균 출생률은 2초에 4명이고 사망률은 2초에 3명입니다. 하루에 발생하는 인구 순증가의 크기는?.	 ( 4 - 3 ) * 3600 * 12
55	상자 안에 29개의 공이 있습니다. 은지이가 76개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	29 + 76
2004	7개의 수 21.16, 81.36, 58.46, 46.9, 26.54, 59.0, 84.96이 있습니다. 이 중에서 17.31보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 21.16, 81.36, 58.46, 46.9, 26.54, 59.0, 84.96 ] if val > 17.31 ] ) 
1408	3부터 8까지의 홀수의 합을 구하시오.	sum ( [ i for i in range( 3 , 9 , 2 ) ] )
358	토마토, 무, 오이, 배추, 상추, 양파 중에서 6가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '토마토', '무', '오이', '배추', '상추', '양파' ] , 6 ) ) )
1478	68cm 짜리 철사를 2개로 자릅니다. 잘린 조각 중 하나는 다른 것보다 12cm 작습니다. 짧은 철사의 길이는 몇입니까?	X+Y=68, Y-12=X
