id,question,equation,answer,source
943,"서로 다른 두 자연수 A , B가 있습니다. A - B = --75, B = 6 * A 일 때, A 를 구하시오.",15,15,boostaugment
944,"서로 다른 두 자연수 A , B가 있습니다. A + B = 63, B = 6 * A 일 때, A 를 구하시오.",63 / ( 1 + 6 ),9,boostaugment
945,"서로 다른 두 자연수 A , B가 있습니다. A - B = --100, B = 8 * A 일 때, A 를 구하시오.",14.28571429,14.29,boostaugment
946,"서로 다른 두 자연수 A , B가 있습니다. A + B = 91, B = 3 * A 일 때, A 를 구하시오.",91 / ( 1 + 3 ),22.75,boostaugment
947,"서로 다른 두 자연수 A , B가 있습니다. A - B = --82, B = 4 * A 일 때, A 를 구하시오.",27.33333333,27.33,boostaugment
948,"서로 다른 두 자연수 A , B가 있습니다. A - B = --64, B = 7 * A 일 때, A 를 구하시오.",10.66666667,10.67,boostaugment
949,"서로 다른 두 자연수 A , B가 있습니다. A + B = 31, B = 1 * A 일 때, A 를 구하시오.",31 / ( 1 + 1 ),15.5,boostaugment
950,"서로 다른 두 자연수 A , B가 있습니다. A + B = 36, B = 2 * A 일 때, A 를 구하시오.",36 / ( 1 + 2 ),12,boostaugment
951,"서로 다른 두 자연수 A , B가 있습니다. A + B = 59, B = 3 * A 일 때, A 를 구하시오.",59 / ( 1 + 3 ),14.75,boostaugment
952,"서로 다른 두 자연수 A , B가 있습니다. A + B = 94, B = 8 * A 일 때, A 를 구하시오.",94 / ( 1 + 8 ),10.44,boostaugment
953,"서로 다른 두 자연수 A , B가 있습니다. A - B = --50, B = 2 * A 일 때, A 를 구하시오.",50,50,boostaugment
954,"서로 다른 두 자연수 A , B가 있습니다. A - B = --74, B = 3 * A 일 때, A 를 구하시오.",37,37,boostaugment
955,"서로 다른 두 자연수 A , B가 있습니다. A + B = 39, B = 5 * A 일 때, A 를 구하시오.",39 / ( 1 + 5 ),6.5,boostaugment
956,"서로 다른 두 자연수 A , B가 있습니다. A + B = 55, B = 2 * A 일 때, A 를 구하시오.",55 / ( 1 + 2 ),18.33,boostaugment
957,"서로 다른 두 자연수 A , B가 있습니다. A + B = 72, B = 5 * A 일 때, A 를 구하시오.",72 / ( 1 + 5 ),12,boostaugment
958,"서로 다른 두 자연수 A , B가 있습니다. A + B = 56, B = 4 * A 일 때, A 를 구하시오.",56 / ( 1 + 4 ),11.2,boostaugment
959,"서로 다른 두 자연수 A , B가 있습니다. A + B = 63, B = 1 * A 일 때, A 를 구하시오.",63 / ( 1 + 1 ),31.5,boostaugment
960,"서로 다른 두 자연수 A , B가 있습니다. A - B = --53, B = 2 * A 일 때, A 를 구하시오.",53,53,boostaugment
961,"서로 다른 두 자연수 A , B가 있습니다. A - B = --38, B = 10 * A 일 때, A 를 구하시오.",4.222222222,4.22,boostaugment
962,"서로 다른 두 자연수 A , B가 있습니다. A + B = 64, B = 3 * A 일 때, A 를 구하시오.",64 / ( 1 + 3 ),16,boostaugment
963,"서로 다른 두 자연수 A , B가 있습니다. A - B = --42, B = 6 * A 일 때, A 를 구하시오.",8.4,8.4,boostaugment
964,"서로 다른 두 자연수 A , B가 있습니다. A + B = 44, B = 5 * A 일 때, A 를 구하시오.",44 / ( 1 + 5 ),7.33,boostaugment
965,"서로 다른 두 자연수 A , B가 있습니다. A + B = 18, B = 9 * A 일 때, A 를 구하시오.",18 / ( 1 + 9 ),1.8,boostaugment
966,"서로 다른 두 자연수 A , B가 있습니다. A + B = 85, B = 8 * A 일 때, A 를 구하시오.",85 / ( 1 + 8 ),9.44,boostaugment
967,"서로 다른 두 자연수 A , B가 있습니다. A + B = 60, B = 8 * A 일 때, A 를 구하시오.",60 / ( 1 + 8 ),6.67,boostaugment
968,"서로 다른 두 자연수 A , B가 있습니다. A - B = --69, B = 7 * A 일 때, A 를 구하시오.",11.5,11.5,boostaugment
969,"서로 다른 두 자연수 A , B가 있습니다. A - B = --48, B = 5 * A 일 때, A 를 구하시오.",12,12,boostaugment
970,"서로 다른 두 자연수 A , B가 있습니다. A - B = --48, B = 7 * A 일 때, A 를 구하시오.",8,8,boostaugment
971,"서로 다른 두 자연수 A , B가 있습니다. A + B = 93, B = 5 * A 일 때, A 를 구하시오.",93 / ( 1 + 5 ),15.5,boostaugment
972,"서로 다른 두 자연수 A , B가 있습니다. A + B = 37, B = 2 * A 일 때, A 를 구하시오.",37 / ( 1 + 2 ),12.33,boostaugment
973,"서로 다른 두 자연수 A , B가 있습니다. A - B = --99, B = 6 * A 일 때, A 를 구하시오.",19.8,19.8,boostaugment
974,"서로 다른 두 자연수 A , B가 있습니다. A + B = 37, B = 1 * A 일 때, A 를 구하시오.",37 / ( 1 + 1 ),18.5,boostaugment
975,"서로 다른 두 자연수 A , B가 있습니다. A + B = 93, B = 3 * A 일 때, A 를 구하시오.",93 / ( 1 + 3 ),23.25,boostaugment
976,"서로 다른 두 자연수 A , B가 있습니다. A - B = --56, B = 5 * A 일 때, A 를 구하시오.",14,14,boostaugment
977,"서로 다른 두 자연수 A , B가 있습니다. A - B = --16, B = 2 * A 일 때, A 를 구하시오.",16,16,boostaugment
978,"서로 다른 두 자연수 A , B가 있습니다. A + B = 46, B = 7 * A 일 때, A 를 구하시오.",46 / ( 1 + 7 ),5.75,boostaugment
979,"서로 다른 두 자연수 A , B가 있습니다. A - B = --45, B = 7 * A 일 때, A 를 구하시오.",7.5,7.5,boostaugment
980,"서로 다른 두 자연수 A , B가 있습니다. A + B = 20, B = 6 * A 일 때, A 를 구하시오.",20 / ( 1 + 6 ),2.86,boostaugment
981,"서로 다른 두 자연수 A , B가 있습니다. A + B = 45, B = 8 * A 일 때, A 를 구하시오.",45 / ( 1 + 8 ),5,boostaugment
982,"서로 다른 두 자연수 A , B가 있습니다. A + B = 61, B = 5 * A 일 때, A 를 구하시오.",61 / ( 1 + 5 ),10.17,boostaugment
983,"서로 다른 두 자연수 A , B가 있습니다. A - B = --88, B = 6 * A 일 때, A 를 구하시오.",17.6,17.6,boostaugment
984,"서로 다른 두 자연수 A , B가 있습니다. A - B = --12, B = 8 * A 일 때, A 를 구하시오.",1.714285714,1.71,boostaugment
985,"서로 다른 두 자연수 A , B가 있습니다. A + B = 60, B = 4 * A 일 때, A 를 구하시오.",60 / ( 1 + 4 ),12,boostaugment
986,"서로 다른 두 자연수 A , B가 있습니다. A - B = --36, B = 7 * A 일 때, A 를 구하시오.",6,6,boostaugment
987,"서로 다른 두 자연수 A , B가 있습니다. A + B = 81, B = 8 * A 일 때, A 를 구하시오.",81 / ( 1 + 8 ),9,boostaugment
988,"서로 다른 두 자연수 A , B가 있습니다. A + B = 40, B = 6 * A 일 때, A 를 구하시오.",40 / ( 1 + 6 ),5.71,boostaugment
989,"서로 다른 두 자연수 A , B가 있습니다. A + B = 77, B = 4 * A 일 때, A 를 구하시오.",77 / ( 1 + 4 ),15.4,boostaugment
990,"서로 다른 두 자연수 A , B가 있습니다. A + B = 28, B = 7 * A 일 때, A 를 구하시오.",28 / ( 1 + 7 ),3.5,boostaugment
991,"서로 다른 두 자연수 A , B가 있습니다. A - B = --32, B = 3 * A 일 때, A 를 구하시오.",16,16,boostaugment
992,"서로 다른 두 자연수 A , B가 있습니다. A + B = 66, B = 2 * A 일 때, A 를 구하시오.",66 / ( 1 + 2 ),22,boostaugment
993,"서로 다른 두 자연수 A , B가 있습니다. A + B = 80, B = 8 * A 일 때, A 를 구하시오.",80 / ( 1 + 8 ),8.89,boostaugment
994,"서로 다른 두 자연수 A , B가 있습니다. A + B = 35, B = 5 * A 일 때, A 를 구하시오.",35 / ( 1 + 5 ),5.83,boostaugment
995,"서로 다른 두 자연수 A , B가 있습니다. A + B = 26, B = 5 * A 일 때, A 를 구하시오.",26 / ( 1 + 5 ),4.33,boostaugment
996,"서로 다른 두 자연수 A , B가 있습니다. A + B = 94, B = 9 * A 일 때, A 를 구하시오.",94 / ( 1 + 9 ),9.4,boostaugment
997,"서로 다른 두 자연수 A , B가 있습니다. A - B = --40, B = 2 * A 일 때, A 를 구하시오.",40,40,boostaugment
998,"서로 다른 두 자연수 A , B가 있습니다. A - B = --58, B = 8 * A 일 때, A 를 구하시오.",8.285714286,8.29,boostaugment
999,"서로 다른 두 자연수 A , B가 있습니다. A - B = --58, B = 9 * A 일 때, A 를 구하시오.",7.25,7.25,boostaugment
1000,어떤 수에서 587을 더해야 하는데 잘못하여 67을 더한 결과가 775이 나왔습니다. 바르게 계산한 결과를 구하시오.,775 - 67 + 587,1295,boostaugment
1001,어떤 수에서 465을 더해야 하는데 잘못하여 726을 더한 결과가 895이 나왔습니다. 바르게 계산한 결과를 구하시오.,895 - 726 + 465,634,boostaugment
1002,어떤 수에서 279을 더해야 하는데 잘못하여 169을 뺀 결과가 147이 나왔습니다. 바르게 계산한 결과를 구하시오.,147 + 169 + 279,595,boostaugment
1003,어떤 수에서 130을 빼야 하는데 잘못하여 815을 더한 결과가 742이 나왔습니다. 바르게 계산한 결과를 구하시오.,742 - 815 - 130,-203,boostaugment
1004,어떤 수에서 526을 빼야 하는데 잘못하여 583을 더한 결과가 118이 나왔습니다. 바르게 계산한 결과를 구하시오.,118 - 583 - 526,-991,boostaugment
1005,어떤 수에서 799을 빼야 하는데 잘못하여 323을 더한 결과가 580이 나왔습니다. 바르게 계산한 결과를 구하시오.,580 - 323 - 799,-542,boostaugment
1006,어떤 수에서 20을 더해야 하는데 잘못하여 116을 더한 결과가 783이 나왔습니다. 바르게 계산한 결과를 구하시오.,783 - 116 + 20,687,boostaugment
1007,어떤 수에서 428을 빼야 하는데 잘못하여 421을 뺀 결과가 779이 나왔습니다. 바르게 계산한 결과를 구하시오.,779 + 421 - 428,772,boostaugment
1008,어떤 수에서 401을 빼야 하는데 잘못하여 81을 더한 결과가 152이 나왔습니다. 바르게 계산한 결과를 구하시오.,152 - 81 - 401,-330,boostaugment
1009,어떤 수에서 614을 빼야 하는데 잘못하여 187을 더한 결과가 688이 나왔습니다. 바르게 계산한 결과를 구하시오.,688 - 187 - 614,-113,boostaugment
1010,어떤 수에서 852을 빼야 하는데 잘못하여 104을 더한 결과가 58이 나왔습니다. 바르게 계산한 결과를 구하시오.,58 - 104 - 852,-898,boostaugment
1011,어떤 수에서 721을 빼야 하는데 잘못하여 860을 뺀 결과가 966이 나왔습니다. 바르게 계산한 결과를 구하시오.,966 + 860 - 721,1105,boostaugment
1012,어떤 수에서 6을 더해야 하는데 잘못하여 468을 더한 결과가 412이 나왔습니다. 바르게 계산한 결과를 구하시오.,412 - 468 + 6,-50,boostaugment
1013,어떤 수에서 32을 빼야 하는데 잘못하여 737을 더한 결과가 944이 나왔습니다. 바르게 계산한 결과를 구하시오.,944 - 737 - 32,175,boostaugment
1014,어떤 수에서 894을 더해야 하는데 잘못하여 962을 뺀 결과가 120이 나왔습니다. 바르게 계산한 결과를 구하시오.,120 + 962 + 894,1976,boostaugment
1015,어떤 수에서 481을 빼야 하는데 잘못하여 209을 뺀 결과가 717이 나왔습니다. 바르게 계산한 결과를 구하시오.,717 + 209 - 481,445,boostaugment
1016,어떤 수에서 883을 더해야 하는데 잘못하여 156을 뺀 결과가 845이 나왔습니다. 바르게 계산한 결과를 구하시오.,845 + 156 + 883,1884,boostaugment
1017,어떤 수에서 387을 빼야 하는데 잘못하여 953을 더한 결과가 298이 나왔습니다. 바르게 계산한 결과를 구하시오.,298 - 953 - 387,-1042,boostaugment
1018,어떤 수에서 765을 빼야 하는데 잘못하여 11을 더한 결과가 528이 나왔습니다. 바르게 계산한 결과를 구하시오.,528 - 11 - 765,-248,boostaugment
1019,어떤 수에서 387을 더해야 하는데 잘못하여 318을 더한 결과가 509이 나왔습니다. 바르게 계산한 결과를 구하시오.,509 - 318 + 387,578,boostaugment
1020,어떤 수에서 148을 더해야 하는데 잘못하여 612을 더한 결과가 39이 나왔습니다. 바르게 계산한 결과를 구하시오.,39 - 612 + 148,-425,boostaugment
1021,어떤 수에서 656을 더해야 하는데 잘못하여 544을 뺀 결과가 633이 나왔습니다. 바르게 계산한 결과를 구하시오.,633 + 544 + 656,1833,boostaugment
1022,어떤 수에서 427을 더해야 하는데 잘못하여 304을 더한 결과가 415이 나왔습니다. 바르게 계산한 결과를 구하시오.,415 - 304 + 427,538,boostaugment
1023,어떤 수에서 875을 더해야 하는데 잘못하여 55을 더한 결과가 696이 나왔습니다. 바르게 계산한 결과를 구하시오.,696 - 55 + 875,1516,boostaugment
1024,어떤 수에서 284을 더해야 하는데 잘못하여 263을 뺀 결과가 782이 나왔습니다. 바르게 계산한 결과를 구하시오.,782 + 263 + 284,1329,boostaugment
1025,어떤 수에서 762을 더해야 하는데 잘못하여 886을 더한 결과가 761이 나왔습니다. 바르게 계산한 결과를 구하시오.,761 - 886 + 762,637,boostaugment
1026,어떤 수에서 398을 빼야 하는데 잘못하여 986을 더한 결과가 286이 나왔습니다. 바르게 계산한 결과를 구하시오.,286 - 986 - 398,-1098,boostaugment
1027,어떤 수에서 300을 더해야 하는데 잘못하여 50을 뺀 결과가 258이 나왔습니다. 바르게 계산한 결과를 구하시오.,258 + 50 + 300,608,boostaugment
1028,어떤 수에서 475을 빼야 하는데 잘못하여 158을 더한 결과가 615이 나왔습니다. 바르게 계산한 결과를 구하시오.,615 - 158 - 475,-18,boostaugment
1029,어떤 수에서 215을 빼야 하는데 잘못하여 536을 더한 결과가 252이 나왔습니다. 바르게 계산한 결과를 구하시오.,252 - 536 - 215,-499,boostaugment
1030,어떤 수에서 759을 더해야 하는데 잘못하여 311을 더한 결과가 573이 나왔습니다. 바르게 계산한 결과를 구하시오.,573 - 311 + 759,1021,boostaugment
1031,어떤 수에서 804을 빼야 하는데 잘못하여 810을 더한 결과가 654이 나왔습니다. 바르게 계산한 결과를 구하시오.,654 - 810 - 804,-960,boostaugment
1032,어떤 수에서 281을 더해야 하는데 잘못하여 263을 더한 결과가 608이 나왔습니다. 바르게 계산한 결과를 구하시오.,608 - 263 + 281,626,boostaugment
1033,어떤 수에서 425을 빼야 하는데 잘못하여 342을 뺀 결과가 512이 나왔습니다. 바르게 계산한 결과를 구하시오.,512 + 342 - 425,429,boostaugment
1034,어떤 수에서 54을 더해야 하는데 잘못하여 152을 더한 결과가 842이 나왔습니다. 바르게 계산한 결과를 구하시오.,842 - 152 + 54,744,boostaugment
1035,어떤 수에서 425을 빼야 하는데 잘못하여 505을 뺀 결과가 50이 나왔습니다. 바르게 계산한 결과를 구하시오.,50 + 505 - 425,130,boostaugment
1036,어떤 수에서 655을 빼야 하는데 잘못하여 821을 뺀 결과가 267이 나왔습니다. 바르게 계산한 결과를 구하시오.,267 + 821 - 655,433,boostaugment
1037,어떤 수에서 924을 빼야 하는데 잘못하여 53을 더한 결과가 214이 나왔습니다. 바르게 계산한 결과를 구하시오.,214 - 53 - 924,-763,boostaugment
1038,어떤 수에서 601을 더해야 하는데 잘못하여 725을 더한 결과가 772이 나왔습니다. 바르게 계산한 결과를 구하시오.,772 - 725 + 601,648,boostaugment
1039,어떤 수에서 676을 빼야 하는데 잘못하여 936을 뺀 결과가 524이 나왔습니다. 바르게 계산한 결과를 구하시오.,524 + 936 - 676,784,boostaugment
1040,어떤 수에서 540을 더해야 하는데 잘못하여 17을 더한 결과가 685이 나왔습니다. 바르게 계산한 결과를 구하시오.,685 - 17 + 540,1208,boostaugment
1041,어떤 수에서 401을 빼야 하는데 잘못하여 812을 더한 결과가 493이 나왔습니다. 바르게 계산한 결과를 구하시오.,493 - 812 - 401,-720,boostaugment
1042,어떤 수에서 870을 빼야 하는데 잘못하여 516을 뺀 결과가 568이 나왔습니다. 바르게 계산한 결과를 구하시오.,568 + 516 - 870,214,boostaugment
1043,어떤 수에서 457을 빼야 하는데 잘못하여 294을 더한 결과가 525이 나왔습니다. 바르게 계산한 결과를 구하시오.,525 - 294 - 457,-226,boostaugment
1044,어떤 수에서 859을 더해야 하는데 잘못하여 887을 뺀 결과가 195이 나왔습니다. 바르게 계산한 결과를 구하시오.,195 + 887 + 859,1941,boostaugment
1045,어떤 수에서 755을 더해야 하는데 잘못하여 154을 더한 결과가 812이 나왔습니다. 바르게 계산한 결과를 구하시오.,812 - 154 + 755,1413,boostaugment
1046,어떤 수에서 14을 더해야 하는데 잘못하여 147을 더한 결과가 185이 나왔습니다. 바르게 계산한 결과를 구하시오.,185 - 147 + 14,52,boostaugment
1047,어떤 수에서 678을 더해야 하는데 잘못하여 477을 더한 결과가 60이 나왔습니다. 바르게 계산한 결과를 구하시오.,60 - 477 + 678,261,boostaugment
1048,어떤 수에서 110을 더해야 하는데 잘못하여 846을 더한 결과가 291이 나왔습니다. 바르게 계산한 결과를 구하시오.,291 - 846 + 110,-445,boostaugment
1049,어떤 수에서 213을 더해야 하는데 잘못하여 158을 더한 결과가 21이 나왔습니다. 바르게 계산한 결과를 구하시오.,21 - 158 + 213,76,boostaugment
1050,어떤 수에서 173을 더해야 하는데 잘못하여 597을 더한 결과가 164이 나왔습니다. 바르게 계산한 결과를 구하시오.,164 - 597 + 173,-260,boostaugment
1051,어떤 수에서 118을 빼야 하는데 잘못하여 681을 뺀 결과가 189이 나왔습니다. 바르게 계산한 결과를 구하시오.,189 + 681 - 118,752,boostaugment
1052,어떤 수에서 299을 더해야 하는데 잘못하여 14을 뺀 결과가 691이 나왔습니다. 바르게 계산한 결과를 구하시오.,691 + 14 + 299,1004,boostaugment
1053,어떤 수에서 669을 더해야 하는데 잘못하여 736을 뺀 결과가 594이 나왔습니다. 바르게 계산한 결과를 구하시오.,594 + 736 + 669,1999,boostaugment
1054,어떤 수에서 885을 빼야 하는데 잘못하여 791을 더한 결과가 945이 나왔습니다. 바르게 계산한 결과를 구하시오.,945 - 791 - 885,-731,boostaugment
1055,어떤 수에서 411을 더해야 하는데 잘못하여 981을 더한 결과가 218이 나왔습니다. 바르게 계산한 결과를 구하시오.,218 - 981 + 411,-352,boostaugment
